boundary,boundary_left,boundary_right,left_index,right_index,left_filename,right_filename,sequence_gap,raw_matches,verified_inliers,inlier_ratio,qualified,selected,frontend
73-74,73,74,53,98,IMG20260826123446.jpg,IMG20260826124156.jpg,45,215,83,0.386046511627907,1,0,aliked_lightglue
73-74,73,74,53,99,IMG20260826123446.jpg,IMG20260826124159.jpg,46,223,75,0.336322869955157,1,0,aliked_lightglue
73-74,73,74,53,100,IMG20260826123446.jpg,IMG20260826124201.jpg,47,203,86,0.4236453201970443,1,0,aliked_lightglue
73-74,73,74,53,101,IMG20260826123446.jpg,IMG20260826124204.jpg,48,214,90,0.4205607476635514,1,0,aliked_lightglue
73-74,73,74,53,102,IMG20260826123446.jpg,IMG20260826124210.jpg,49,249,123,0.4939759036144578,1,0,aliked_lightglue
73-74,73,74,53,103,IMG20260826123446.jpg,IMG20260826124214.jpg,50,291,122,0.41924398625429554,1,0,aliked_lightglue
73-74,73,74,53,104,IMG20260826123446.jpg,IMG20260826124218.jpg,51,284,101,0.35563380281690143,1,0,aliked_lightglue
73-74,73,74,53,105,IMG20260826123446.jpg,IMG20260826124234.jpg,52,183,67,0.366120218579235,1,0,aliked_lightglue
73-74,73,74,53,106,IMG20260826123446.jpg,IMG20260826124237.jpg,53,178,53,0.29775280898876405,1,0,aliked_lightglue
73-74,73,74,53,107,IMG20260826123446.jpg,IMG20260826124240.jpg,54,105,37,0.3523809523809524,1,0,aliked_lightglue
73-74,73,74,53,108,IMG20260826123446.jpg,IMG20260826124243.jpg,55,160,65,0.40625,1,0,aliked_lightglue
73-74,73,74,53,109,IMG20260826123446.jpg,IMG20260826124248.jpg,56,100,39,0.39,1,0,aliked_lightglue
73-74,73,74,53,110,IMG20260826123446.jpg,IMG20260826124305.jpg,57,61,32,0.5245901639344263,1,0,aliked_lightglue
73-74,73,74,53,111,IMG20260826123446.jpg,IMG20260826124308.jpg,58,121,53,0.4380165289256198,1,0,aliked_lightglue
73-74,73,74,53,112,IMG20260826123446.jpg,IMG20260826124313.jpg,59,104,50,0.4807692307692308,1,0,aliked_lightglue
73-74,73,74,53,113,IMG20260826123446.jpg,IMG20260826124317.jpg,60,148,54,0.36486486486486486,1,0,aliked_lightglue
73-74,73,74,54,95,IMG20260826123450.jpg,IMG20260826124146.jpg,41,163,65,0.3987730061349693,1,0,aliked_lightglue
73-74,73,74,54,96,IMG20260826123450.jpg,IMG20260826124148.jpg,42,148,61,0.41216216216216217,1,0,aliked_lightglue
73-74,73,74,54,97,IMG20260826123450.jpg,IMG20260826124151.jpg,43,126,58,0.4603174603174603,1,0,aliked_lightglue
73-74,73,74,54,98,IMG20260826123450.jpg,IMG20260826124156.jpg,44,126,53,0.42063492063492064,1,0,aliked_lightglue
73-74,73,74,54,99,IMG20260826123450.jpg,IMG20260826124159.jpg,45,204,91,0.44607843137254904,1,0,aliked_lightglue
73-74,73,74,54,100,IMG20260826123450.jpg,IMG20260826124201.jpg,46,196,78,0.3979591836734694,1,0,aliked_lightglue
73-74,73,74,54,101,IMG20260826123450.jpg,IMG20260826124204.jpg,47,203,75,0.3694581280788177,1,0,aliked_lightglue
73-74,73,74,54,102,IMG20260826123450.jpg,IMG20260826124210.jpg,48,283,140,0.49469964664310956,1,0,aliked_lightglue
73-74,73,74,54,103,IMG20260826123450.jpg,IMG20260826124214.jpg,49,253,146,0.5770750988142292,1,0,aliked_lightglue
73-74,73,74,54,104,IMG20260826123450.jpg,IMG20260826124218.jpg,50,186,84,0.45161290322580644,1,0,aliked_lightglue
73-74,73,74,54,105,IMG20260826123450.jpg,IMG20260826124234.jpg,51,194,89,0.4587628865979381,1,0,aliked_lightglue
73-74,73,74,54,106,IMG20260826123450.jpg,IMG20260826124237.jpg,52,276,101,0.36594202898550726,1,0,aliked_lightglue
73-74,73,74,54,107,IMG20260826123450.jpg,IMG20260826124240.jpg,53,118,45,0.3813559322033898,1,0,aliked_lightglue
73-74,73,74,54,108,IMG20260826123450.jpg,IMG20260826124243.jpg,54,143,55,0.38461538461538464,1,0,aliked_lightglue
73-74,73,74,54,109,IMG20260826123450.jpg,IMG20260826124248.jpg,55,95,43,0.45263157894736844,1,0,aliked_lightglue
73-74,73,74,54,110,IMG20260826123450.jpg,IMG20260826124305.jpg,56,123,46,0.37398373983739835,1,0,aliked_lightglue
73-74,73,74,54,111,IMG20260826123450.jpg,IMG20260826124308.jpg,57,92,35,0.3804347826086957,1,0,aliked_lightglue
73-74,73,74,54,112,IMG20260826123450.jpg,IMG20260826124313.jpg,58,58,27,0.46551724137931033,1,0,aliked_lightglue
73-74,73,74,54,113,IMG20260826123450.jpg,IMG20260826124317.jpg,59,91,44,0.4835164835164835,1,0,aliked_lightglue
73-74,73,74,55,96,IMG20260826123454.jpg,IMG20260826124148.jpg,41,126,66,0.5238095238095238,1,0,aliked_lightglue
73-74,73,74,55,97,IMG20260826123454.jpg,IMG20260826124151.jpg,42,67,29,0.43283582089552236,1,0,aliked_lightglue
73-74,73,74,55,98,IMG20260826123454.jpg,IMG20260826124156.jpg,43,96,56,0.5833333333333334,1,0,aliked_lightglue
73-74,73,74,55,99,IMG20260826123454.jpg,IMG20260826124159.jpg,44,144,50,0.3472222222222222,1,0,aliked_lightglue
73-74,73,74,55,100,IMG20260826123454.jpg,IMG20260826124201.jpg,45,111,47,0.42342342342342343,1,0,aliked_lightglue
73-74,73,74,55,101,IMG20260826123454.jpg,IMG20260826124204.jpg,46,228,99,0.4342105263157895,1,0,aliked_lightglue
73-74,73,74,55,102,IMG20260826123454.jpg,IMG20260826124210.jpg,47,237,119,0.5021097046413502,1,0,aliked_lightglue
73-74,73,74,55,103,IMG20260826123454.jpg,IMG20260826124214.jpg,48,303,144,0.4752475247524752,1,0,aliked_lightglue
73-74,73,74,55,104,IMG20260826123454.jpg,IMG20260826124218.jpg,49,370,171,0.46216216216216216,1,1,aliked_lightglue
73-74,73,74,55,105,IMG20260826123454.jpg,IMG20260826124234.jpg,50,281,110,0.3914590747330961,1,0,aliked_lightglue
73-74,73,74,55,106,IMG20260826123454.jpg,IMG20260826124237.jpg,51,222,78,0.35135135135135137,1,0,aliked_lightglue
73-74,73,74,55,107,IMG20260826123454.jpg,IMG20260826124240.jpg,52,154,57,0.37012987012987014,1,0,aliked_lightglue
73-74,73,74,55,108,IMG20260826123454.jpg,IMG20260826124243.jpg,53,149,59,0.3959731543624161,1,0,aliked_lightglue
73-74,73,74,55,109,IMG20260826123454.jpg,IMG20260826124248.jpg,54,114,47,0.41228070175438597,1,0,aliked_lightglue
73-74,73,74,55,110,IMG20260826123454.jpg,IMG20260826124305.jpg,55,145,69,0.47586206896551725,1,0,aliked_lightglue
73-74,73,74,55,111,IMG20260826123454.jpg,IMG20260826124308.jpg,56,133,60,0.45112781954887216,1,0,aliked_lightglue
73-74,73,74,55,112,IMG20260826123454.jpg,IMG20260826124313.jpg,57,117,59,0.5042735042735043,1,0,aliked_lightglue
73-74,73,74,55,113,IMG20260826123454.jpg,IMG20260826124317.jpg,58,103,45,0.4368932038834951,1,0,aliked_lightglue
73-74,73,74,56,97,IMG20260826123708.jpg,IMG20260826124151.jpg,41,105,44,0.41904761904761906,1,0,aliked_lightglue
73-74,73,74,56,98,IMG20260826123708.jpg,IMG20260826124156.jpg,42,192,64,0.3333333333333333,1,0,aliked_lightglue
73-74,73,74,56,99,IMG20260826123708.jpg,IMG20260826124159.jpg,43,193,100,0.5181347150259067,1,0,aliked_lightglue
73-74,73,74,56,100,IMG20260826123708.jpg,IMG20260826124201.jpg,44,222,95,0.42792792792792794,1,0,aliked_lightglue
73-74,73,74,56,101,IMG20260826123708.jpg,IMG20260826124204.jpg,45,311,125,0.40192926045016075,1,0,aliked_lightglue
73-74,73,74,56,102,IMG20260826123708.jpg,IMG20260826124210.jpg,46,275,115,0.41818181818181815,1,0,aliked_lightglue
73-74,73,74,56,103,IMG20260826123708.jpg,IMG20260826124214.jpg,47,351,134,0.3817663817663818,1,0,aliked_lightglue
73-74,73,74,56,104,IMG20260826123708.jpg,IMG20260826124218.jpg,48,303,122,0.40264026402640263,1,0,aliked_lightglue
73-74,73,74,56,105,IMG20260826123708.jpg,IMG20260826124234.jpg,49,219,82,0.3744292237442922,1,0,aliked_lightglue
73-74,73,74,56,106,IMG20260826123708.jpg,IMG20260826124237.jpg,50,350,117,0.3342857142857143,1,0,aliked_lightglue
73-74,73,74,56,107,IMG20260826123708.jpg,IMG20260826124240.jpg,51,214,73,0.3411214953271028,1,0,aliked_lightglue
73-74,73,74,56,108,IMG20260826123708.jpg,IMG20260826124243.jpg,52,220,62,0.2818181818181818,1,0,aliked_lightglue
73-74,73,74,56,109,IMG20260826123708.jpg,IMG20260826124248.jpg,53,162,86,0.5308641975308642,1,0,aliked_lightglue
73-74,73,74,56,110,IMG20260826123708.jpg,IMG20260826124305.jpg,54,125,50,0.4,1,0,aliked_lightglue
73-74,73,74,56,111,IMG20260826123708.jpg,IMG20260826124308.jpg,55,217,75,0.3456221198156682,1,0,aliked_lightglue
73-74,73,74,56,112,IMG20260826123708.jpg,IMG20260826124313.jpg,56,175,62,0.35428571428571426,1,0,aliked_lightglue
73-74,73,74,56,113,IMG20260826123708.jpg,IMG20260826124317.jpg,57,220,82,0.37272727272727274,1,0,aliked_lightglue
73-74,73,74,57,98,IMG20260826123712.jpg,IMG20260826124156.jpg,41,235,82,0.34893617021276596,1,0,aliked_lightglue
73-74,73,74,57,99,IMG20260826123712.jpg,IMG20260826124159.jpg,42,149,73,0.4899328859060403,1,0,aliked_lightglue
73-74,73,74,57,100,IMG20260826123712.jpg,IMG20260826124201.jpg,43,143,62,0.43356643356643354,1,0,aliked_lightglue
73-74,73,74,57,101,IMG20260826123712.jpg,IMG20260826124204.jpg,44,258,105,0.4069767441860465,1,0,aliked_lightglue
73-74,73,74,57,102,IMG20260826123712.jpg,IMG20260826124210.jpg,45,268,104,0.3880597014925373,1,0,aliked_lightglue
73-74,73,74,57,103,IMG20260826123712.jpg,IMG20260826124214.jpg,46,377,157,0.41644562334217505,1,0,aliked_lightglue
73-74,73,74,57,104,IMG20260826123712.jpg,IMG20260826124218.jpg,47,280,130,0.4642857142857143,1,0,aliked_lightglue
73-74,73,74,57,105,IMG20260826123712.jpg,IMG20260826124234.jpg,48,254,92,0.36220472440944884,1,0,aliked_lightglue
73-74,73,74,57,106,IMG20260826123712.jpg,IMG20260826124237.jpg,49,535,150,0.2803738317757009,1,0,aliked_lightglue
73-74,73,74,57,107,IMG20260826123712.jpg,IMG20260826124240.jpg,50,304,92,0.3026315789473684,1,0,aliked_lightglue
73-74,73,74,57,108,IMG20260826123712.jpg,IMG20260826124243.jpg,51,224,77,0.34375,1,0,aliked_lightglue
73-74,73,74,57,109,IMG20260826123712.jpg,IMG20260826124248.jpg,52,178,84,0.47191011235955055,1,0,aliked_lightglue
73-74,73,74,57,110,IMG20260826123712.jpg,IMG20260826124305.jpg,53,159,61,0.3836477987421384,1,0,aliked_lightglue
73-74,73,74,57,111,IMG20260826123712.jpg,IMG20260826124308.jpg,54,126,52,0.4126984126984127,1,0,aliked_lightglue
73-74,73,74,57,112,IMG20260826123712.jpg,IMG20260826124313.jpg,55,158,54,0.34177215189873417,1,0,aliked_lightglue
73-74,73,74,57,113,IMG20260826123712.jpg,IMG20260826124317.jpg,56,152,59,0.3881578947368421,1,0,aliked_lightglue
73-74,73,74,58,99,IMG20260826123719.jpg,IMG20260826124159.jpg,41,140,62,0.44285714285714284,1,0,aliked_lightglue
73-74,73,74,58,100,IMG20260826123719.jpg,IMG20260826124201.jpg,42,152,71,0.46710526315789475,1,0,aliked_lightglue
73-74,73,74,58,101,IMG20260826123719.jpg,IMG20260826124204.jpg,43,201,93,0.4626865671641791,1,0,aliked_lightglue
73-74,73,74,58,102,IMG20260826123719.jpg,IMG20260826124210.jpg,44,215,87,0.4046511627906977,1,0,aliked_lightglue
73-74,73,74,58,103,IMG20260826123719.jpg,IMG20260826124214.jpg,45,277,116,0.4187725631768953,1,0,aliked_lightglue
73-74,73,74,58,104,IMG20260826123719.jpg,IMG20260826124218.jpg,46,329,137,0.41641337386018235,1,0,aliked_lightglue
73-74,73,74,58,105,IMG20260826123719.jpg,IMG20260826124234.jpg,47,356,131,0.36797752808988765,1,0,aliked_lightglue
73-74,73,74,58,106,IMG20260826123719.jpg,IMG20260826124237.jpg,48,436,139,0.31880733944954126,1,0,aliked_lightglue
73-74,73,74,58,107,IMG20260826123719.jpg,IMG20260826124240.jpg,49,374,134,0.3582887700534759,1,0,aliked_lightglue
73-74,73,74,58,108,IMG20260826123719.jpg,IMG20260826124243.jpg,50,270,108,0.4,1,0,aliked_lightglue
73-74,73,74,58,109,IMG20260826123719.jpg,IMG20260826124248.jpg,51,289,128,0.4429065743944637,1,0,aliked_lightglue
73-74,73,74,58,110,IMG20260826123719.jpg,IMG20260826124305.jpg,52,144,77,0.5347222222222222,1,0,aliked_lightglue
73-74,73,74,58,111,IMG20260826123719.jpg,IMG20260826124308.jpg,53,164,73,0.4451219512195122,1,0,aliked_lightglue
73-74,73,74,58,112,IMG20260826123719.jpg,IMG20260826124313.jpg,54,147,53,0.36054421768707484,1,0,aliked_lightglue
73-74,73,74,58,113,IMG20260826123719.jpg,IMG20260826124317.jpg,55,149,66,0.4429530201342282,1,0,aliked_lightglue
73-74,73,74,59,100,IMG20260826123725.jpg,IMG20260826124201.jpg,41,140,57,0.40714285714285714,1,0,aliked_lightglue
73-74,73,74,59,101,IMG20260826123725.jpg,IMG20260826124204.jpg,42,157,58,0.36942675159235666,1,0,aliked_lightglue
73-74,73,74,59,102,IMG20260826123725.jpg,IMG20260826124210.jpg,43,115,51,0.4434782608695652,1,0,aliked_lightglue
73-74,73,74,59,103,IMG20260826123725.jpg,IMG20260826124214.jpg,44,137,52,0.3795620437956204,1,0,aliked_lightglue
73-74,73,74,59,104,IMG20260826123725.jpg,IMG20260826124218.jpg,45,204,80,0.39215686274509803,1,0,aliked_lightglue
73-74,73,74,59,105,IMG20260826123725.jpg,IMG20260826124234.jpg,46,227,99,0.43612334801762115,1,0,aliked_lightglue
73-74,73,74,59,106,IMG20260826123725.jpg,IMG20260826124237.jpg,47,290,122,0.4206896551724138,1,0,aliked_lightglue
73-74,73,74,59,107,IMG20260826123725.jpg,IMG20260826124240.jpg,48,292,144,0.4931506849315068,1,0,aliked_lightglue
73-74,73,74,59,108,IMG20260826123725.jpg,IMG20260826124243.jpg,49,449,209,0.46547884187082406,1,1,aliked_lightglue
73-74,73,74,59,109,IMG20260826123725.jpg,IMG20260826124248.jpg,50,391,194,0.4961636828644501,1,1,aliked_lightglue
73-74,73,74,59,110,IMG20260826123725.jpg,IMG20260826124305.jpg,51,250,133,0.532,1,0,aliked_lightglue
73-74,73,74,59,111,IMG20260826123725.jpg,IMG20260826124308.jpg,52,250,110,0.44,1,0,aliked_lightglue
73-74,73,74,59,112,IMG20260826123725.jpg,IMG20260826124313.jpg,53,128,51,0.3984375,1,0,aliked_lightglue
73-74,73,74,59,113,IMG20260826123725.jpg,IMG20260826124317.jpg,54,209,73,0.3492822966507177,1,0,aliked_lightglue
73-74,73,74,60,101,IMG20260826123730.jpg,IMG20260826124204.jpg,41,88,26,0.29545454545454547,1,0,aliked_lightglue
73-74,73,74,60,102,IMG20260826123730.jpg,IMG20260826124210.jpg,42,64,26,0.40625,1,0,aliked_lightglue
73-74,73,74,60,103,IMG20260826123730.jpg,IMG20260826124214.jpg,43,102,40,0.39215686274509803,1,0,aliked_lightglue
73-74,73,74,60,104,IMG20260826123730.jpg,IMG20260826124218.jpg,44,95,49,0.5157894736842106,1,0,aliked_lightglue
73-74,73,74,60,105,IMG20260826123730.jpg,IMG20260826124234.jpg,45,218,106,0.48623853211009177,1,0,aliked_lightglue
73-74,73,74,60,106,IMG20260826123730.jpg,IMG20260826124237.jpg,46,327,124,0.37920489296636084,1,0,aliked_lightglue
73-74,73,74,60,107,IMG20260826123730.jpg,IMG20260826124240.jpg,47,288,107,0.3715277777777778,1,0,aliked_lightglue
73-74,73,74,60,108,IMG20260826123730.jpg,IMG20260826124243.jpg,48,276,137,0.4963768115942029,1,0,aliked_lightglue
73-74,73,74,60,109,IMG20260826123730.jpg,IMG20260826124248.jpg,49,249,120,0.4819277108433735,1,0,aliked_lightglue
73-74,73,74,60,110,IMG20260826123730.jpg,IMG20260826124305.jpg,50,204,101,0.4950980392156863,1,0,aliked_lightglue
73-74,73,74,60,111,IMG20260826123730.jpg,IMG20260826124308.jpg,51,225,85,0.37777777777777777,1,0,aliked_lightglue
73-74,73,74,60,112,IMG20260826123730.jpg,IMG20260826124313.jpg,52,319,162,0.5078369905956113,1,0,aliked_lightglue
73-74,73,74,60,113,IMG20260826123730.jpg,IMG20260826124317.jpg,53,189,88,0.4656084656084656,1,0,aliked_lightglue
73-74,73,74,61,102,IMG20260826123733.jpg,IMG20260826124210.jpg,41,47,20,0.425531914893617,1,0,aliked_lightglue
73-74,73,74,61,103,IMG20260826123733.jpg,IMG20260826124214.jpg,42,75,29,0.38666666666666666,1,0,aliked_lightglue
73-74,73,74,61,104,IMG20260826123733.jpg,IMG20260826124218.jpg,43,117,50,0.42735042735042733,1,0,aliked_lightglue
73-74,73,74,61,105,IMG20260826123733.jpg,IMG20260826124234.jpg,44,132,57,0.4318181818181818,1,0,aliked_lightglue
73-74,73,74,61,106,IMG20260826123733.jpg,IMG20260826124237.jpg,45,159,60,0.37735849056603776,1,0,aliked_lightglue
73-74,73,74,61,107,IMG20260826123733.jpg,IMG20260826124240.jpg,46,182,71,0.3901098901098901,1,0,aliked_lightglue
73-74,73,74,61,108,IMG20260826123733.jpg,IMG20260826124243.jpg,47,226,105,0.4646017699115044,1,0,aliked_lightglue
73-74,73,74,61,109,IMG20260826123733.jpg,IMG20260826124248.jpg,48,391,187,0.4782608695652174,1,1,aliked_lightglue
73-74,73,74,61,110,IMG20260826123733.jpg,IMG20260826124305.jpg,49,277,125,0.45126353790613716,1,0,aliked_lightglue
73-74,73,74,61,111,IMG20260826123733.jpg,IMG20260826124308.jpg,50,410,194,0.47317073170731705,1,1,aliked_lightglue
73-74,73,74,61,112,IMG20260826123733.jpg,IMG20260826124313.jpg,51,253,129,0.5098814229249012,1,0,aliked_lightglue
73-74,73,74,61,113,IMG20260826123733.jpg,IMG20260826124317.jpg,52,300,122,0.4066666666666667,1,0,aliked_lightglue
73-74,73,74,62,103,IMG20260826123740.jpg,IMG20260826124214.jpg,41,99,30,0.30303030303030304,1,0,aliked_lightglue
73-74,73,74,62,104,IMG20260826123740.jpg,IMG20260826124218.jpg,42,105,36,0.34285714285714286,1,0,aliked_lightglue
73-74,73,74,62,105,IMG20260826123740.jpg,IMG20260826124234.jpg,43,92,35,0.3804347826086957,1,0,aliked_lightglue
73-74,73,74,62,106,IMG20260826123740.jpg,IMG20260826124237.jpg,44,106,21,0.19811320754716982,1,0,aliked_lightglue
73-74,73,74,62,107,IMG20260826123740.jpg,IMG20260826124240.jpg,45,83,33,0.39759036144578314,1,0,aliked_lightglue
73-74,73,74,62,108,IMG20260826123740.jpg,IMG20260826124243.jpg,46,120,59,0.49166666666666664,1,0,aliked_lightglue
73-74,73,74,62,109,IMG20260826123740.jpg,IMG20260826124248.jpg,47,180,91,0.5055555555555555,1,0,aliked_lightglue
73-74,73,74,62,110,IMG20260826123740.jpg,IMG20260826124305.jpg,48,193,89,0.46113989637305697,1,0,aliked_lightglue
73-74,73,74,62,111,IMG20260826123740.jpg,IMG20260826124308.jpg,49,521,229,0.43953934740882916,1,1,aliked_lightglue
73-74,73,74,62,112,IMG20260826123740.jpg,IMG20260826124313.jpg,50,301,162,0.5382059800664452,1,0,aliked_lightglue
73-74,73,74,62,113,IMG20260826123740.jpg,IMG20260826124317.jpg,51,338,165,0.4881656804733728,1,0,aliked_lightglue
73-74,73,74,63,104,IMG20260826123746.jpg,IMG20260826124218.jpg,41,124,43,0.3467741935483871,1,0,aliked_lightglue
73-74,73,74,63,105,IMG20260826123746.jpg,IMG20260826124234.jpg,42,86,27,0.313953488372093,1,0,aliked_lightglue
73-74,73,74,63,106,IMG20260826123746.jpg,IMG20260826124237.jpg,43,149,20,0.1342281879194631,0,0,aliked_lightglue
73-74,73,74,63,107,IMG20260826123746.jpg,IMG20260826124240.jpg,44,192,57,0.296875,1,0,aliked_lightglue
73-74,73,74,63,108,IMG20260826123746.jpg,IMG20260826124243.jpg,45,215,76,0.35348837209302325,1,0,aliked_lightglue
73-74,73,74,63,109,IMG20260826123746.jpg,IMG20260826124248.jpg,46,170,85,0.5,1,0,aliked_lightglue
73-74,73,74,63,110,IMG20260826123746.jpg,IMG20260826124305.jpg,47,186,75,0.4032258064516129,1,0,aliked_lightglue
73-74,73,74,63,111,IMG20260826123746.jpg,IMG20260826124308.jpg,48,299,98,0.3277591973244147,1,0,aliked_lightglue
73-74,73,74,63,112,IMG20260826123746.jpg,IMG20260826124313.jpg,49,290,117,0.40344827586206894,1,0,aliked_lightglue
73-74,73,74,63,113,IMG20260826123746.jpg,IMG20260826124317.jpg,50,604,249,0.41225165562913907,1,1,aliked_lightglue
73-74,73,74,64,105,IMG20260826123749.jpg,IMG20260826124234.jpg,41,67,25,0.373134328358209,1,0,aliked_lightglue
73-74,73,74,64,106,IMG20260826123749.jpg,IMG20260826124237.jpg,42,115,22,0.19130434782608696,1,0,aliked_lightglue
73-74,73,74,64,107,IMG20260826123749.jpg,IMG20260826124240.jpg,43,183,57,0.3114754098360656,1,0,aliked_lightglue
73-74,73,74,64,108,IMG20260826123749.jpg,IMG20260826124243.jpg,44,152,57,0.375,1,0,aliked_lightglue
73-74,73,74,64,109,IMG20260826123749.jpg,IMG20260826124248.jpg,45,126,64,0.5079365079365079,1,0,aliked_lightglue
73-74,73,74,64,110,IMG20260826123749.jpg,IMG20260826124305.jpg,46,195,88,0.4512820512820513,1,0,aliked_lightglue
73-74,73,74,64,111,IMG20260826123749.jpg,IMG20260826124308.jpg,47,277,153,0.5523465703971119,1,0,aliked_lightglue
73-74,73,74,64,112,IMG20260826123749.jpg,IMG20260826124313.jpg,48,162,95,0.5864197530864198,1,0,aliked_lightglue
73-74,73,74,64,113,IMG20260826123749.jpg,IMG20260826124317.jpg,49,297,140,0.4713804713804714,1,0,aliked_lightglue
73-74,73,74,65,106,IMG20260826123753.jpg,IMG20260826124237.jpg,41,126,35,0.2777777777777778,1,0,aliked_lightglue
73-74,73,74,65,107,IMG20260826123753.jpg,IMG20260826124240.jpg,42,132,44,0.3333333333333333,1,0,aliked_lightglue
73-74,73,74,65,108,IMG20260826123753.jpg,IMG20260826124243.jpg,43,163,44,0.26993865030674846,1,0,aliked_lightglue
73-74,73,74,65,109,IMG20260826123753.jpg,IMG20260826124248.jpg,44,95,36,0.37894736842105264,1,0,aliked_lightglue
73-74,73,74,65,110,IMG20260826123753.jpg,IMG20260826124305.jpg,45,60,29,0.48333333333333334,1,0,aliked_lightglue
73-74,73,74,65,111,IMG20260826123753.jpg,IMG20260826124308.jpg,46,285,157,0.5508771929824562,1,0,aliked_lightglue
73-74,73,74,65,112,IMG20260826123753.jpg,IMG20260826124313.jpg,47,218,101,0.463302752293578,1,0,aliked_lightglue
73-74,73,74,65,113,IMG20260826123753.jpg,IMG20260826124317.jpg,48,251,139,0.5537848605577689,1,0,aliked_lightglue
73-74,73,74,66,107,IMG20260826123759.jpg,IMG20260826124240.jpg,41,89,23,0.25842696629213485,1,0,aliked_lightglue
73-74,73,74,66,108,IMG20260826123759.jpg,IMG20260826124243.jpg,42,110,39,0.35454545454545455,1,0,aliked_lightglue
73-74,73,74,66,109,IMG20260826123759.jpg,IMG20260826124248.jpg,43,105,50,0.47619047619047616,1,0,aliked_lightglue
73-74,73,74,66,110,IMG20260826123759.jpg,IMG20260826124305.jpg,44,96,26,0.2708333333333333,1,0,aliked_lightglue
73-74,73,74,66,111,IMG20260826123759.jpg,IMG20260826124308.jpg,45,92,33,0.358695652173913,1,0,aliked_lightglue
73-74,73,74,66,112,IMG20260826123759.jpg,IMG20260826124313.jpg,46,60,25,0.4166666666666667,1,0,aliked_lightglue
73-74,73,74,66,113,IMG20260826123759.jpg,IMG20260826124317.jpg,47,164,67,0.40853658536585363,1,0,aliked_lightglue
73-74,73,74,67,108,IMG20260826123804.jpg,IMG20260826124243.jpg,41,99,28,0.2828282828282828,1,0,aliked_lightglue
73-74,73,74,67,109,IMG20260826123804.jpg,IMG20260826124248.jpg,42,125,61,0.488,1,0,aliked_lightglue
73-74,73,74,67,110,IMG20260826123804.jpg,IMG20260826124305.jpg,43,64,21,0.328125,1,0,aliked_lightglue
73-74,73,74,67,111,IMG20260826123804.jpg,IMG20260826124308.jpg,44,108,19,0.17592592592592593,1,0,aliked_lightglue
73-74,73,74,67,112,IMG20260826123804.jpg,IMG20260826124313.jpg,45,54,20,0.37037037037037035,1,0,aliked_lightglue
73-74,73,74,67,113,IMG20260826123804.jpg,IMG20260826124317.jpg,46,99,43,0.43434343434343436,1,0,aliked_lightglue
73-74,73,74,68,109,IMG20260826123807.jpg,IMG20260826124248.jpg,41,72,25,0.3472222222222222,1,0,aliked_lightglue
73-74,73,74,68,110,IMG20260826123807.jpg,IMG20260826124305.jpg,42,67,26,0.3880597014925373,1,0,aliked_lightglue
73-74,73,74,68,111,IMG20260826123807.jpg,IMG20260826124308.jpg,43,73,23,0.3150684931506849,1,0,aliked_lightglue
73-74,73,74,68,112,IMG20260826123807.jpg,IMG20260826124313.jpg,44,48,23,0.4791666666666667,1,0,aliked_lightglue
73-74,73,74,68,113,IMG20260826123807.jpg,IMG20260826124317.jpg,45,51,23,0.45098039215686275,1,0,aliked_lightglue
73-74,73,74,69,110,IMG20260826123810.jpg,IMG20260826124305.jpg,41,59,21,0.3559322033898305,1,0,aliked_lightglue
73-74,73,74,69,111,IMG20260826123810.jpg,IMG20260826124308.jpg,42,52,21,0.40384615384615385,1,0,aliked_lightglue
73-74,73,74,69,112,IMG20260826123810.jpg,IMG20260826124313.jpg,43,71,20,0.28169014084507044,1,0,aliked_lightglue
73-74,73,74,69,113,IMG20260826123810.jpg,IMG20260826124317.jpg,44,195,90,0.46153846153846156,1,0,aliked_lightglue
73-74,73,74,70,111,IMG20260826123813.jpg,IMG20260826124308.jpg,41,64,19,0.296875,1,0,aliked_lightglue
73-74,73,74,70,112,IMG20260826123813.jpg,IMG20260826124313.jpg,42,94,39,0.4148936170212766,1,0,aliked_lightglue
73-74,73,74,70,113,IMG20260826123813.jpg,IMG20260826124317.jpg,43,119,31,0.2605042016806723,1,0,aliked_lightglue
73-74,73,74,71,112,IMG20260826123816.jpg,IMG20260826124313.jpg,41,99,26,0.26262626262626265,1,0,aliked_lightglue
73-74,73,74,71,113,IMG20260826123816.jpg,IMG20260826124317.jpg,42,144,48,0.3333333333333333,1,0,aliked_lightglue
73-74,73,74,72,113,IMG20260826123820.jpg,IMG20260826124317.jpg,41,193,62,0.32124352331606215,1,0,aliked_lightglue
145-146,145,146,106,147,IMG20260826124237.jpg,IMG20260826124905.jpg,41,19,0,0.0,0,0,aliked_lightglue
145-146,145,146,106,148,IMG20260826124237.jpg,IMG20260826124908.jpg,42,24,0,0.0,0,0,aliked_lightglue
145-146,145,146,106,149,IMG20260826124237.jpg,IMG20260826124910.jpg,43,37,0,0.0,0,0,aliked_lightglue
145-146,145,146,106,150,IMG20260826124237.jpg,IMG20260826124913.jpg,44,27,0,0.0,0,0,aliked_lightglue
145-146,145,146,106,151,IMG20260826124237.jpg,IMG20260826124916.jpg,45,67,29,0.43283582089552236,1,0,aliked_lightglue
145-146,145,146,106,152,IMG20260826124237.jpg,IMG20260826124921.jpg,46,54,18,0.3333333333333333,1,0,aliked_lightglue
